Zaman_saniye,Cikis_Voltaji_V,Bobin_Akimi_A
0.000101,1.3103793993759478,2.4946367503641254
0.0001015,1.3227589433965379,2.5123852204800143
0.000102,1.3352259034306024,2.530120475293639
0.0001025,1.3477802040718643,2.547842421848507
0.000103,1.3604217694573384,2.565550967268583
0.00010350000000000001,1.3731505232677823,2.5832460187587754
0.00010400000000000001,1.3859663887281517,2.600927483605422
0.0001045,1.3988692886080547,2.618595269176773
0.000105,1.4118591452222102,2.636249282923474
0.0001055,1.424935880430909,2.6538894323790543
0.000106,1.4380994156404758,2.6715156251604055
0.0001065,1.4513496718037346,2.6891277689682673
0.000107,1.4646650847953133,2.6937044998679376
0.0001075,1.477976529914297,2.692139405761331
0.000108,1.4912787287381954,2.690560155356583
0.00010850000000000001,1.5045716114763916,2.688966758526568
0.000109,1.5178551083950866,2.687359225218368
0.0001095,1.531129149817656,2.6857375654532225
0.00011,1.5443936661250193,2.684101789326469
0.0001105,1.5576955010670632,2.701600827207053
0.000111,1.5710834064553518,2.7190856693258074
0.0001115,1.584557302125226,2.736556224160175
0.000112,1.5981171074629967,2.7540124002731154
0.0001125,1.6117627414064208,2.7714541063135845
0.00011300000000000001,1.62549412244518,2.788881251017
0.00011350000000000001,1.6393111686213562,2.8062937432057327
0.000114,1.653213797529919,2.8236914917895732
0.0001145,1.6672019263192088,2.841074405766213
0.000115,1.6812754716914242,2.858442394221711
0.0001155,1.6954343499031104,2.8757953663309777
0.000116,1.7096784767656519,2.8931332313582425
0.0001165,1.7240077676457668,2.9104558986575277
0.000117,1.7384006528408382,2.9147420059533564
0.0001175,1.7527880020815998,2.912885142812793
0.00011800000000000001,1.767164531386125,2.9110129796150486
0.00011850000000000001,1.7815301654133153,2.9091255279099713
0.000119,1.795884828887861,2.907222799327527
0.0001195,1.8102284466006369,2.9053048055777286
0.00012,1.8245609434090946,2.9033715584505617
0.0001205,1.8389291575487159,2.9205719900154987
0.000121,1.8533818353257496,2.9377570922097527
0.0001215,1.8679188910793423,2.9549267752230097
0.000122,1.8825402387087582,2.9720809493363056
0.0001225,1.897245791673881,2.989219524922503
0.000123,1.9120354629957224,3.006342412446762
0.0001235,1.9269091652569315,3.0234495224669993
0.000124,1.9418668106023023,3.040540765634353
0.0001245,1.956908310739287,3.0576160526936564
0.000125,1.9720335769385122,3.0746752944839004
0.00012550000000000001,1.9872425200342971,3.0917184019386936
0.000126,2.002535050425171,3.108745286086729
0.0001265,2.017911078074397,3.1257558580522478
0.000127,2.033349027885329,3.1297287573357297
